timestamp;algorithm;structure;size;dataType;distribution;iterations;pivot;shellParam;type;duration_us;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1834;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1757;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1748;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1789;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1754;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1753;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1755;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1793;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1747;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1745;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1779;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1744;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1753;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1844;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1770;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1741;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1763;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1751;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1751;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1751;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1811;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1750;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1782;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1745;;;;;;
19.04.2026 18:01;QuickSort;DoubleList;10000;int;Random;50;Middle;Unknown;SINGLE;1754;;;;;;
;;;;;;;;;AVG;1766;;;;;;
;;;;;;;;;MIN;1741;;;;;;
;;;;;;;;;MAX;1844;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;24900;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;24916;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;26611;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;24939;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25722;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25356;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25503;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;28406;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;27507;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25373;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25849;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25096;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;26563;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;27068;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;29465;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;24959;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25001;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;24937;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;24806;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25805;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25377;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;24984;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25025;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25306;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25256;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25580;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;24786;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25014;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;26572;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;26367;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25154;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;24934;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25002;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25313;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25408;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25944;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;24981;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;26130;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;27206;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25277;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25147;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;24802;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;29280;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25291;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25222;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25718;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25045;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;25971;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;27277;;;;;;
19.04.2026 18:01;QuickSort;Stack;10000;int;Random;50;Middle;Unknown;SINGLE;26950;;;;;;
;;;;;;;;;AVG;25782;;;;;;
;;;;;;;;;MIN;24786;;;;;;
;;;;;;;;;MAX;29465;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1757;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;2089;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1451;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1346;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1349;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1354;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1339;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1337;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1388;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1859;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1379;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1392;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1336;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1351;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1340;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1348;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1366;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1455;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1380;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1397;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1354;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1342;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1342;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1350;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1367;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1349;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1466;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1372;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1390;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1353;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1353;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1354;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1355;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1359;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1371;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1337;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1388;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1358;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1351;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1348;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1344;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1340;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1346;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1343;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1345;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1379;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1371;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1342;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1344;;;;;;
19.04.2026 18:01;QuickSort;BinaryTree;10000;int;Random;50;Middle;Unknown;SINGLE;1346;;;;;;
;;;;;;;;;AVG;1395;;;;;;
;;;;;;;;;MIN;1336;;;;;;
;;;;;;;;;MAX;2089;;;;;;
